id,city,location,picture_url,listing_url,room_type,accommodates,price,beds,review_scores_rating,number_of_reviews
4794475,Los Angeles,Glendale,https://a0.muscache.com/pictures/cfcbe38e-75eb-420a-b8c3-aad2f4cefa44.jpg,https://www.airbnb.com/rooms/4794475,Entire home/apt,5,158.0,4.0,4.87,52
4637876,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/miso/Hosting-4637876/original/a81b3b13-7126-49f0-9850-8008125b61b7.jpeg,https://www.airbnb.com/rooms/4637876,Entire home/apt,5,218.0,4.0,4.96,445
5031326,Los Angeles,Lawndale,https://a0.muscache.com/pictures/5ac20f51-334f-40e6-b0e9-712a8a55320e.jpg,https://www.airbnb.com/rooms/5031326,Entire home/apt,6,210.0,6.0,4.8,395
5204646,Los Angeles,Marina del Rey,https://a0.muscache.com/pictures/94397922/46b121fb_original.jpg,https://www.airbnb.com/rooms/5204646,Entire home/apt,6,439.0,5.0,4.67,150
5894498,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/edbee82b-45c6-4f49-b157-c93ad6dda704.jpg,https://www.airbnb.com/rooms/5894498,Entire home/apt,6,95.0,4.0,4.9,100
5851481,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/110593830/baee8b4e_original.jpg,https://www.airbnb.com/rooms/5851481,Entire home/apt,5,84.0,4.0,4.89,93
6016936,Los Angeles,Marina del Rey,https://a0.muscache.com/pictures/7bf78920-d0f0-4068-948d-79219f43fa55.jpg,https://www.airbnb.com/rooms/6016936,Entire home/apt,6,499.0,4.0,4.89,123
7022598,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/f3d9a5d0-ceca-4ebe-a29a-5d9e4927ac89.jpg,https://www.airbnb.com/rooms/7022598,Entire home/apt,6,175.0,4.0,4.88,105
7458577,Los Angeles,Avalon,https://a0.muscache.com/pictures/a73945aa-b7d0-4391-b2bd-4ad1e539111b.jpg,https://www.airbnb.com/rooms/7458577,Entire home/apt,6,450.0,4.0,4.87,230
7827907,Los Angeles,Redondo Beach,https://a0.muscache.com/pictures/miso/Hosting-7827907/original/a2d93be8-c559-4247-8860-2b770998b69d.jpeg,https://www.airbnb.com/rooms/7827907,Entire home/apt,6,296.0,4.0,4.98,65
8342181,Los Angeles,Hermosa Beach,https://a0.muscache.com/pictures/b7ed2f66-b0a8-4a57-8172-f16b3dbcb5c1.jpg,https://www.airbnb.com/rooms/8342181,Entire home/apt,6,399.0,4.0,4.98,222
8272550,Los Angeles,Manhattan Beach,https://a0.muscache.com/pictures/miso/Hosting-8272550/original/1f122be3-a80b-4c8c-b63d-f7c5a9fb7655.jpeg,https://www.airbnb.com/rooms/8272550,Entire home/apt,5,200.0,4.0,4.87,193
8687100,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/monet/Select-8687100/original/94d559b6-de2f-4e1f-9acb-6d00065cfec7,https://www.airbnb.com/rooms/8687100,Entire home/apt,5,500.0,4.0,4.99,84
8792379,Los Angeles,Malibu,https://a0.muscache.com/pictures/111904548/7a3693c0_original.jpg,https://www.airbnb.com/rooms/8792379,Entire home/apt,5,182.0,5.0,4.81,236
8906226,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/2d1d6eb2-3aa2-4497-9524-b02a195c0fb7.jpg,https://www.airbnb.com/rooms/8906226,Entire home/apt,5,420.0,4.0,4.79,87
9534064,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/10d6b7ef-15b6-442b-aba1-d5be85d04da5.jpg,https://www.airbnb.com/rooms/9534064,Entire home/apt,5,185.0,4.0,4.77,70
10924435,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/airflow/Hosting-10924435/original/bcb111d1-69b1-489d-80ad-8a3bb049d9b0.jpg,https://www.airbnb.com/rooms/10924435,Entire home/apt,6,334.0,4.0,4.96,85
11592222,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/miso/Hosting-11592222/original/443de8b1-9271-4e33-93af-2388e8e6588a.jpeg,https://www.airbnb.com/rooms/11592222,Entire home/apt,6,109.0,5.0,4.96,270
11421259,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/eb9f18a4-317b-4284-87b1-b334b41e299e.jpg,https://www.airbnb.com/rooms/11421259,Entire home/apt,6,255.0,4.0,4.62,74
11709675,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/9aca460e-c0f0-450c-bd5c-56cc9663b339.jpg,https://www.airbnb.com/rooms/11709675,Entire home/apt,6,315.0,5.0,4.81,154
11755000,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/1283949d-5fb1-4d3a-b7ec-e55cf790ef8d.jpg,https://www.airbnb.com/rooms/11755000,Entire home/apt,6,340.0,4.0,4.92,166
12035730,Los Angeles,Lawndale,https://a0.muscache.com/pictures/6bb6662f-de93-4cf3-aa5a-2740a08b7072.jpg,https://www.airbnb.com/rooms/12035730,Entire home/apt,6,210.0,7.0,4.87,352
12036459,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/acc415d3-5186-4ad2-9fe2-7f2c2bfc7ce9.jpg,https://www.airbnb.com/rooms/12036459,Entire home/apt,6,150.0,4.0,4.84,219
12516565,Los Angeles,Burbank,https://a0.muscache.com/pictures/0878e95f-9600-4480-bb21-bea133445e56.jpg,https://www.airbnb.com/rooms/12516565,Entire home/apt,6,585.0,4.0,4.93,209
12745811,Los Angeles,Inglewood,https://a0.muscache.com/pictures/38c17644-a762-4d09-9dfe-5c33defd61d7.jpg,https://www.airbnb.com/rooms/12745811,Entire home/apt,6,134.0,4.0,4.81,247
13084627,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/dec20ac0-64eb-40bf-b063-f60a722dcf52.jpg,https://www.airbnb.com/rooms/13084627,Entire home/apt,6,218.0,4.0,4.81,277
13252358,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/44ae7bf4-4eb1-44e5-b06b-ec9aed4d2e72.jpg,https://www.airbnb.com/rooms/13252358,Entire home/apt,6,161.0,4.0,4.58,57
13298163,Los Angeles,Gardena,https://a0.muscache.com/pictures/39ed6920-28a3-4532-8f2a-633f9543c080.jpg,https://www.airbnb.com/rooms/13298163,Entire home/apt,6,174.0,4.0,4.78,64
13562656,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/e0600073-b0ed-4619-83a0-3c4137dadf53.jpg,https://www.airbnb.com/rooms/13562656,Entire home/apt,6,400.0,5.0,4.85,94
13893432,Los Angeles,Santa Monica,https://a0.muscache.com/pictures/87d889b9-620a-46d6-b8ec-68cbcf465812.jpg,https://www.airbnb.com/rooms/13893432,Entire home/apt,5,291.0,4.0,4.97,87
14088580,Los Angeles,Santa Monica,https://a0.muscache.com/pictures/b7acaab0-810f-4224-849a-c89dca62a15e.jpg,https://www.airbnb.com/rooms/14088580,Entire home/apt,6,399.0,4.0,4.87,174
14443865,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/f50f4e7e-f45f-45c9-83a2-758f014b0381.jpg,https://www.airbnb.com/rooms/14443865,Entire home/apt,6,499.0,4.0,4.76,121
14983486,Los Angeles,Glendora,https://a0.muscache.com/pictures/89b320ea-a323-4ee2-88fe-325af7c7bd67.jpg,https://www.airbnb.com/rooms/14983486,Entire home/apt,6,240.0,7.0,4.93,108
15176610,Los Angeles,Hermosa Beach,https://a0.muscache.com/pictures/4ce06f75-e621-4a24-b572-f81d14b71701.jpg,https://www.airbnb.com/rooms/15176610,Entire home/apt,6,443.0,4.0,4.64,121
15315082,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/miso/Hosting-15315082/original/bca84098-59f0-47f4-8bc7-d1d06a2ab2c6.jpeg,https://www.airbnb.com/rooms/15315082,Entire home/apt,5,144.0,4.0,4.76,54
15722793,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/14816d35-8db7-47fe-856c-bcae1a4dac6c.jpg,https://www.airbnb.com/rooms/15722793,Entire home/apt,6,180.0,4.0,4.98,193
16315246,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/pro_photo_tool/Hosting-16315246-unapproved/original/d4f79975-4781-4841-b675-cf5789b4946c.JPEG,https://www.airbnb.com/rooms/16315246,Entire home/apt,6,167.0,5.0,4.86,169
16486230,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/6727c50b-b93f-4b68-9b28-8d4c1d0e99d4.jpg,https://www.airbnb.com/rooms/16486230,Entire home/apt,6,449.0,4.0,4.88,58
16597173,Los Angeles,Whittier,https://a0.muscache.com/pictures/68e43461-750b-442e-80ea-d2034f1e35e5.jpg,https://www.airbnb.com/rooms/16597173,Entire home/apt,6,170.0,4.0,4.95,65
16568564,Los Angeles,Pasadena,https://a0.muscache.com/pictures/8545ff3d-86cc-482e-875f-37bc7729e31f.jpg,https://www.airbnb.com/rooms/16568564,Entire home/apt,6,105.0,4.0,4.88,188
17334523,Los Angeles,Long Beach,https://a0.muscache.com/pictures/7e7efb82-319b-4611-ae42-1af2fbc0ee98.jpg,https://www.airbnb.com/rooms/17334523,Entire home/apt,6,134.0,4.0,4.72,344
17359485,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/miso/Hosting-17359485/original/4c0693d3-300d-4efc-8f22-e5c5100e582b.jpeg,https://www.airbnb.com/rooms/17359485,Entire home/apt,6,187.0,4.0,4.82,109
17749969,Los Angeles,Carson,https://a0.muscache.com/pictures/473e9d8e-ea83-4026-83e3-23ffdca2c1d1.jpg,https://www.airbnb.com/rooms/17749969,Entire home/apt,5,89.0,4.0,4.48,146
17588375,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/3a5187e3-baa3-40ec-bbfd-91cf040f5a8a.jpg,https://www.airbnb.com/rooms/17588375,Entire home/apt,5,108.0,4.0,4.89,134
18038060,Los Angeles,Pasadena,https://a0.muscache.com/pictures/c9be5147-d9a9-4280-81c3-0fa233df8854.jpg,https://www.airbnb.com/rooms/18038060,Entire home/apt,6,115.0,4.0,4.91,239
17934638,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/0861292b-2f9c-4816-aa3a-bf700dd4135a.jpg,https://www.airbnb.com/rooms/17934638,Entire home/apt,6,125.0,4.0,4.79,61
18069509,Los Angeles,Burbank,https://a0.muscache.com/pictures/bb3ccfdd-e30b-4525-a9d1-ac8cf231ee22.jpg,https://www.airbnb.com/rooms/18069509,Entire home/apt,5,120.0,4.0,4.51,160
17990919,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/9dae1877-4abe-4e6b-a694-e3ed942a9c2a.jpg,https://www.airbnb.com/rooms/17990919,Entire home/apt,6,235.0,4.0,4.85,80
17990998,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/39bffaef-d94f-456a-9f92-ae9511e16cc1.jpg,https://www.airbnb.com/rooms/17990998,Entire home/apt,6,200.0,4.0,4.57,91
18109247,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/9c94d08a-523b-4632-97b8-f32f91c11c0e.jpg,https://www.airbnb.com/rooms/18109247,Entire home/apt,6,321.0,4.0,4.96,410
18276353,Los Angeles,Malibu,https://a0.muscache.com/pictures/e22356e9-9801-47bb-955f-b9d05486b37f.jpg,https://www.airbnb.com/rooms/18276353,Entire home/apt,6,700.0,4.0,4.87,88
18600733,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/577713b3-9dc2-4a23-a823-e9d463b4c55c.jpg,https://www.airbnb.com/rooms/18600733,Entire home/apt,6,599.0,4.0,4.7,63
18809240,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/pro_photo_tool/Hosting-18809240-unapproved/original/1a4ae281-d44d-46f6-81ba-2c1588f625ca.JPEG,https://www.airbnb.com/rooms/18809240,Entire home/apt,6,349.0,4.0,4.98,108
19083908,Los Angeles,Long Beach,https://a0.muscache.com/pictures/airflow/Hosting-19083908/original/15f986ae-1646-429d-91f6-00de8ded07a9.jpg,https://www.airbnb.com/rooms/19083908,Entire home/apt,6,495.0,6.0,4.87,199
19135435,Los Angeles,Long Beach,https://a0.muscache.com/pictures/1ef7d37d-ed33-46e6-bb62-a5f48434b91a.jpg,https://www.airbnb.com/rooms/19135435,Entire home/apt,6,413.0,4.0,4.88,127
19137238,Los Angeles,South Pasadena,https://a0.muscache.com/pictures/e78534bd-5411-4fb2-98e9-37310d1c184a.jpg,https://www.airbnb.com/rooms/19137238,Entire home/apt,6,130.0,4.0,4.86,133
19363624,Los Angeles,Gardena,https://a0.muscache.com/pictures/7660b182-0331-4a63-bdc5-c35f43e3a2a3.jpg,https://www.airbnb.com/rooms/19363624,Entire home/apt,6,175.0,4.0,4.76,129
19734618,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/40573100-d211-40fe-b95a-d7839442372b.jpg,https://www.airbnb.com/rooms/19734618,Entire home/apt,5,153.0,4.0,4.9,82
19768148,Los Angeles,Whittier,https://a0.muscache.com/pictures/miso/Hosting-19768148/original/c40f7436-b342-4615-a7a1-a387d382c569.jpeg,https://www.airbnb.com/rooms/19768148,Entire home/apt,6,178.0,4.0,4.99,217
19662242,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/28c191a9-52ce-4668-af93-3afe27bd8a09.jpg,https://www.airbnb.com/rooms/19662242,Entire home/apt,6,201.0,4.0,4.78,267
19950363,Los Angeles,Inglewood,https://a0.muscache.com/pictures/82e9b9b3-dabb-45c3-a7a8-45c65928565b.jpg,https://www.airbnb.com/rooms/19950363,Entire home/apt,5,134.0,4.0,4.71,315
20169195,Los Angeles,Rowland Heights,https://a0.muscache.com/pictures/7a887d1f-d163-4cad-ba56-89127559dec7.jpg,https://www.airbnb.com/rooms/20169195,Entire home/apt,5,119.0,4.0,4.75,52
20057869,Los Angeles,Hawthorne,https://a0.muscache.com/pictures/46577f76-51d1-468a-a15b-e0555b1b699e.jpg,https://www.airbnb.com/rooms/20057869,Entire home/apt,6,129.0,5.0,4.47,445
20216841,Los Angeles,Long Beach,https://a0.muscache.com/pictures/24013a3a-4523-48f2-9b9e-8e57f4e470c3.jpg,https://www.airbnb.com/rooms/20216841,Entire home/apt,6,149.0,6.0,4.2,198
20228073,Los Angeles,Los Angeles ,https://a0.muscache.com/pictures/306b5c92-0bd6-4f17-8008-2b8a79e02788.jpg,https://www.airbnb.com/rooms/20228073,Entire home/apt,5,185.0,4.0,4.89,121
20425222,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/miso/Hosting-20425222/original/278373e9-d027-48c2-8440-47fad9bba86b.jpeg,https://www.airbnb.com/rooms/20425222,Entire home/apt,6,299.0,4.0,4.67,82
20303277,Los Angeles,Long Beach,https://a0.muscache.com/pictures/miso/Hosting-20303277/original/557b05d0-64f3-48a6-aa04-923c732b0b5e.jpeg,https://www.airbnb.com/rooms/20303277,Entire home/apt,6,425.0,4.0,4.94,199
20332750,Los Angeles,Lawndale,https://a0.muscache.com/pictures/4bb36ab4-d281-4a55-8d03-1c67d4b7f8ab.jpg,https://www.airbnb.com/rooms/20332750,Entire home/apt,6,225.0,5.0,4.86,286
20607417,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/664e75dd-b749-48c9-a133-abef2cd7bb68.jpg,https://www.airbnb.com/rooms/20607417,Entire home/apt,5,150.0,4.0,4.9,62
20917573,Los Angeles,Avalon,https://a0.muscache.com/pictures/7bfa358e-2b8b-4d9f-b82f-4c83fa490100.jpg,https://www.airbnb.com/rooms/20917573,Entire home/apt,6,561.0,4.0,4.73,104
21008223,Los Angeles,Altadena,https://a0.muscache.com/pictures/8df11f00-b5ae-4078-b08c-5468ddb45607.jpg,https://www.airbnb.com/rooms/21008223,Entire home/apt,6,650.0,4.0,4.89,176
21011132,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/miso/Hosting-21011132/original/60fa6805-8887-40c8-927d-8b4c3a390d0b.jpeg,https://www.airbnb.com/rooms/21011132,Entire home/apt,6,160.0,4.0,4.81,151
21154699,Los Angeles,Long Beach,https://a0.muscache.com/pictures/miso/Hosting-21154699/original/952b40d2-2746-42da-98c9-b4b6f4ef8e25.jpeg,https://www.airbnb.com/rooms/21154699,Entire home/apt,6,96.0,6.0,4.38,242
21227296,Los Angeles,LOS ANGELES,https://a0.muscache.com/pictures/c4fae625-ecd7-48ba-ad41-81938c4cc921.jpg,https://www.airbnb.com/rooms/21227296,Entire home/apt,6,114.0,4.0,4.52,97
21519430,Los Angeles,South Pasadena,https://a0.muscache.com/pictures/0ce80cd4-1f92-46e6-bac6-c3d13ba503cb.jpg,https://www.airbnb.com/rooms/21519430,Entire home/apt,5,161.0,5.0,4.98,179
21549800,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/f1d64f5e-b078-4313-8129-2857149223ef.jpg,https://www.airbnb.com/rooms/21549800,Entire home/apt,6,180.0,4.0,4.78,51
21986410,Los Angeles,Long Beach,https://a0.muscache.com/pictures/de65c3bc-70fd-4e3e-932c-fab2bd077e52.jpg,https://www.airbnb.com/rooms/21986410,Entire home/apt,6,109.0,6.0,4.19,230
21986430,Los Angeles,San Gabriel,https://a0.muscache.com/pictures/603f8021-d4c4-484c-a20c-a08ea3ec7ba8.jpg,https://www.airbnb.com/rooms/21986430,Entire home/apt,5,143.0,4.0,4.93,393
22294901,Los Angeles,Avalon,https://a0.muscache.com/pictures/96a59c97-47cc-4e39-9ea4-7f7a1a14ce71.jpg,https://www.airbnb.com/rooms/22294901,Entire home/apt,6,1432.0,6.0,4.96,70
22432144,Los Angeles,Glendale,https://a0.muscache.com/pictures/a8e6bc29-4936-40f1-bb95-d4d02572b4c9.jpg,https://www.airbnb.com/rooms/22432144,Entire home/apt,6,400.0,4.0,4.81,195
22750879,Los Angeles,West Covina,https://a0.muscache.com/pictures/46eb3ffd-bfad-45a9-8ed4-26b1a788ff49.jpg,https://www.airbnb.com/rooms/22750879,Private room,5,139.0,4.0,4.58,72
22956946,Los Angeles,Pasadena,https://a0.muscache.com/pictures/786d5aa5-41d0-40a9-b648-ea61727befa8.jpg,https://www.airbnb.com/rooms/22956946,Entire home/apt,6,332.0,4.0,5.0,63
23063171,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/11a2ae47-b926-45ff-92ea-728a7a39b5d6.jpg,https://www.airbnb.com/rooms/23063171,Entire home/apt,6,189.0,4.0,4.86,56
23080894,Los Angeles,Long Beach,https://a0.muscache.com/pictures/c28182f6-7fba-4657-8db5-3c97f081030f.jpg,https://www.airbnb.com/rooms/23080894,Entire home/apt,6,160.0,5.0,4.86,247
23094409,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/db6479be-4578-4359-94a2-a74e5ebc9f0a.jpg,https://www.airbnb.com/rooms/23094409,Private room,6,260.0,6.0,4.6,83
23166270,Los Angeles,Rolling Hills,https://a0.muscache.com/pictures/0cdc6e26-fa28-43c4-a0ec-08b19ca61678.jpg,https://www.airbnb.com/rooms/23166270,Entire home/apt,5,148.0,4.0,4.81,298
23504411,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/2284eb6e-ab90-4fef-9c2d-067acf69181b.jpg,https://www.airbnb.com/rooms/23504411,Entire home/apt,6,214.0,4.0,4.9,72
23597420,Los Angeles,Santa Monica,https://a0.muscache.com/pictures/e87c1814-9780-4a2d-86d7-99f177d938f9.jpg,https://www.airbnb.com/rooms/23597420,Entire home/apt,6,199.0,4.0,4.93,203
23634244,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/d4ff1648-4092-44dd-8737-9171adf10374.jpg,https://www.airbnb.com/rooms/23634244,Entire home/apt,6,266.0,4.0,4.9,72
23731508,Los Angeles,Lancaster,https://a0.muscache.com/pictures/miso/Hosting-23731508/original/5ed80949-de5d-497b-9f7e-543fc2378c61.jpeg,https://www.airbnb.com/rooms/23731508,Entire home/apt,5,146.0,4.0,4.61,183
23820957,Los Angeles,Pasadena,https://a0.muscache.com/pictures/485b71a1-db8a-46cd-9518-34177dcd4d76.jpg,https://www.airbnb.com/rooms/23820957,Entire home/apt,5,103.0,4.0,4.76,304
24001097,Los Angeles,Santa Monica,https://a0.muscache.com/pictures/463e4c55-8c77-4c94-afad-1c1b90abce98.jpg,https://www.airbnb.com/rooms/24001097,Entire home/apt,6,253.0,5.0,4.75,138
24310637,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/miso/Hosting-24310637/original/45474347-746b-4492-bc16-4a21913e9e4f.jpeg,https://www.airbnb.com/rooms/24310637,Entire home/apt,6,229.0,4.0,4.83,168
24182577,Los Angeles,Lakewood,https://a0.muscache.com/pictures/miso/Hosting-24182577/original/a665b9d6-39b9-404d-806f-f0e9a49d39c5.jpeg,https://www.airbnb.com/rooms/24182577,Entire home/apt,6,145.0,4.0,4.87,115
24371986,Los Angeles,Avalon,https://a0.muscache.com/pictures/e12fc2ce-da81-456a-8bd9-28c2d6030833.jpg,https://www.airbnb.com/rooms/24371986,Entire home/apt,6,316.0,4.0,4.89,152
24375796,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/2c4869f2-d922-4bfa-8ff0-92edba0fb4fa.jpg,https://www.airbnb.com/rooms/24375796,Entire home/apt,6,205.0,4.0,5.0,54
24381438,Los Angeles,Azusa,https://a0.muscache.com/pictures/796df191-a31f-4579-b37b-7f5bcfc0769a.jpg,https://www.airbnb.com/rooms/24381438,Entire home/apt,6,159.0,5.0,4.66,125
24419709,Los Angeles,Pico Rivera,https://a0.muscache.com/pictures/b3a6ec25-7b79-4c3c-a809-1840a8402165.jpg,https://www.airbnb.com/rooms/24419709,Entire home/apt,6,120.0,4.0,4.78,245
24451896,Los Angeles,Alhambra,https://a0.muscache.com/pictures/miso/Hosting-24451896/original/2ae1fc44-cad3-4343-abae-8c664c99fe42.jpeg,https://www.airbnb.com/rooms/24451896,Entire home/apt,6,129.0,4.0,4.79,235
24456805,Los Angeles,Pasadena,https://a0.muscache.com/pictures/miso/Hosting-24456805/original/5805696f-7327-4b00-a33c-5dc2516ebd91.jpeg,https://www.airbnb.com/rooms/24456805,Entire home/apt,6,118.0,5.0,4.76,331
24474577,Los Angeles,Santa Monica,https://a0.muscache.com/pictures/8b278212-4b00-4e1e-801f-93ce04e8531b.jpg,https://www.airbnb.com/rooms/24474577,Entire home/apt,5,375.0,5.0,4.97,61
24654009,Los Angeles,Malibu,https://a0.muscache.com/pictures/9e1d30a1-5f75-44b6-a563-236b5b5094f8.jpg,https://www.airbnb.com/rooms/24654009,Entire home/apt,6,624.0,6.0,4.75,198
24910654,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/72f09e86-06b5-40b3-a036-fc3b4715a25e.jpg,https://www.airbnb.com/rooms/24910654,Entire home/apt,6,136.0,4.0,4.81,85
24970032,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/airflow/Hosting-24970032/original/c67e33b9-3e71-428c-a1f5-f2523a86bea1.jpg,https://www.airbnb.com/rooms/24970032,Private room,5,125.0,4.0,4.91,190
24886748,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/f867a4be-d175-46a7-af5f-fb847451b2a1.jpg,https://www.airbnb.com/rooms/24886748,Entire home/apt,6,442.0,4.0,4.92,132
25322533,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/d24badd1-cafa-46f3-9e54-ad77666bf7fb.jpg,https://www.airbnb.com/rooms/25322533,Private room,6,76.0,4.0,4.86,94
25190759,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/563b8a46-9972-43c1-990a-ad2ad0b71ad8.jpg,https://www.airbnb.com/rooms/25190759,Entire home/apt,6,338.0,5.0,4.94,52
25516422,Los Angeles,Malibu,https://a0.muscache.com/pictures/d2492f84-e1bb-481d-a673-b7752854ffce.jpg,https://www.airbnb.com/rooms/25516422,Entire home/apt,5,362.0,4.0,4.7,69
26159796,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/29647187-25e0-4312-8232-d394dd3ca14d.jpg,https://www.airbnb.com/rooms/26159796,Entire home/apt,6,129.0,4.0,4.73,52
26060828,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/miso/Hosting-26060828/original/ed19ba54-1bd4-4673-b12e-41cf290102d1.jpeg,https://www.airbnb.com/rooms/26060828,Entire home/apt,6,275.0,6.0,4.94,85
26076135,Los Angeles,Gardena,https://a0.muscache.com/pictures/3a24dbba-d7be-40a7-85d2-14344977edd2.jpg,https://www.airbnb.com/rooms/26076135,Entire home/apt,6,190.0,4.0,4.78,305
26080465,Los Angeles,Venice,https://a0.muscache.com/pictures/e8fd76ea-ba9b-4bcd-b75c-34e7ab20015c.jpg,https://www.airbnb.com/rooms/26080465,Entire home/apt,6,502.0,5.0,5.0,169
26231559,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/3ab87deb-c69d-42f7-8b9d-b322c40b3b48.jpg,https://www.airbnb.com/rooms/26231559,Entire home/apt,6,210.0,4.0,4.81,159
26107447,Los Angeles,Malibu,https://a0.muscache.com/pictures/6e77a773-d956-4960-9fcd-055e46e46b0d.jpg,https://www.airbnb.com/rooms/26107447,Entire home/apt,5,350.0,4.0,4.75,106
26660607,Los Angeles,Long Beach,https://a0.muscache.com/pictures/miso/Hosting-26660607/original/3bd7ca61-26f4-4357-9e01-b8051cf3b39e.jpeg,https://www.airbnb.com/rooms/26660607,Entire home/apt,6,500.0,4.0,4.94,109
27167025,Los Angeles,Malibu,https://a0.muscache.com/pictures/59f2ab2d-489d-4606-8177-519f932620f1.jpg,https://www.airbnb.com/rooms/27167025,Entire home/apt,6,791.0,4.0,4.98,85
27203344,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/e59d7de1-3ea0-4aa9-b829-30c7b2979fe4.jpg,https://www.airbnb.com/rooms/27203344,Entire home/apt,6,135.0,4.0,4.76,54
27530515,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/6d3623bf-f4ef-4aa9-b41c-232052ec52a0.jpg,https://www.airbnb.com/rooms/27530515,Entire home/apt,6,150.0,6.0,4.9,81
27657297,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/92fe4a7a-a125-4e7a-a13b-4ed68ba70e68.jpg,https://www.airbnb.com/rooms/27657297,Entire home/apt,6,395.0,5.0,4.99,73
27730283,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/8b51738c-b9da-4be6-a544-4ffbdb878778.jpg,https://www.airbnb.com/rooms/27730283,Entire home/apt,6,175.0,5.0,4.96,54
27830531,Los Angeles,Hermosa Beach,https://a0.muscache.com/pictures/ef73d634-e278-4af8-8e0e-24f881c48eeb.jpg,https://www.airbnb.com/rooms/27830531,Entire home/apt,6,355.0,4.0,4.99,253
28288161,Los Angeles,Pasadena,https://a0.muscache.com/pictures/90d890b2-7fdf-466c-ad1f-58d591468bc3.jpg,https://www.airbnb.com/rooms/28288161,Entire home/apt,6,148.0,5.0,4.92,308
28442147,Los Angeles,Maywood,https://a0.muscache.com/pictures/6d407090-9801-4677-8127-1d8ccbcc426f.jpg,https://www.airbnb.com/rooms/28442147,Entire home/apt,5,350.0,4.0,4.85,86
28760539,Los Angeles,Inglewood,https://a0.muscache.com/pictures/d2b2d816-d4b6-43f0-9ece-e4ea7ae8ae66.jpg,https://www.airbnb.com/rooms/28760539,Entire home/apt,6,225.0,4.0,4.64,67
28963321,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/ae06c6de-ece1-4a90-ac48-24de7811d069.jpg,https://www.airbnb.com/rooms/28963321,Entire home/apt,5,115.0,4.0,4.95,107
28914793,Los Angeles,Pico Rivera,https://a0.muscache.com/pictures/aa1ca7c8-449e-4f18-8a44-03b3665051a9.jpg,https://www.airbnb.com/rooms/28914793,Entire home/apt,6,111.0,4.0,4.82,211
29104908,Los Angeles,Los Angeles,https://a0.muscache.com/pictures/2d829750-7b37-4834-aba6-d8b60c28c278.jpg,https://www.airbnb.com/rooms/29104908,Entire home/apt,6,395.0,4.0,4.94,170
